v8_family,v8_contrast,v6_contrast,v6_median_delta_oriented,v8_median_delta_oriented,v6_direction,v8_direction,direction_reproduced,v6_p_holm_within_family,v8_p_holm_within_family,v6_familywise_significant_0_05,v8_familywise_significant_0_05,familywise_decision_reproduced,interpretation
M100_state,enhanced_vs_padded_with_bc,enhanced_vs_padded_base_with_bc,-4.764928405420754e-05,0.00258988126065407,negative,positive,False,1.0,1.0,False,False,True,shared prespecified v6/v8 contrast
M100_state,enhanced_vs_padded_without_bc,enhanced_vs_padded_base_without_bc,0.0,0.0,tie,tie,True,1.0,1.0,False,False,True,shared prespecified v6/v8 contrast
M100_bc,bc_minus_no_bc_padded,bc_effect_padded_base_state,-0.0086850943603261,-0.006586962683380826,negative,negative,True,0.86328125,0.2797957202042798,False,False,True,shared prespecified v6/v8 contrast
M100_bc,bc_minus_no_bc_enhanced,bc_effect_enhanced_state,-0.0009857735654124,-0.0027659688691446527,negative,negative,True,0.86328125,0.613029386970613,False,False,True,shared prespecified v6/v8 contrast
M200_rollout,rollout8_minus_rollout16,rollout8_vs_16,0.0174375166445651,0.00669378734919579,positive,positive,True,0.07421875,0.7645692354307646,False,False,True,shared prespecified v6/v8 contrast
M200_rollout,rollout32_minus_rollout16,rollout32_vs_16,0.0055034211114178,0.0022070001364863367,positive,positive,True,0.193359375,0.7645692354307646,False,False,True,shared prespecified v6/v8 contrast
UCB_replication,enhanced16_minus_ucb_g100,enhanced16_vs_ucb_g100,-0.0090520470513004,-0.011553708088380077,negative,negative,True,0.193359375,0.09736790263209735,False,False,True,shared prespecified v6/v8 contrast
UCB_replication,enhanced16_minus_ucb_g200,enhanced16_vs_ucb_g200,-0.0373864594025,-0.014586195433685556,negative,negative,True,0.0390625,0.09736790263209735,True,False,False,shared outcome-informed UCB boundary contrast
M100_interaction,state_by_bc_difference_in_differences,state_by_bc_difference_in_differences,-0.0055850654039562,0.0042692668984432025,negative,positive,False,0.6953125,0.9675450324549676,False,False,True,shared prespecified v6/v8 contrast
